"Indicator","Time","Value (USD/MRO)"
"Currency","2011/11/04",288.00
"Currency","2011/11/03",288.00
"Currency","2011/11/01",287.00
"Currency","2011/10/31",288.00
"Currency","2011/10/28",288.00
"Currency","2011/10/26",288.00
"Currency","2011/10/25",292.88
"Currency","2011/10/24",292.58
"Currency","2011/10/21",292.58
"Currency","2011/10/20",292.58
"Currency","2011/10/19",293.00
"Currency","2011/10/18",293.00
"Currency","2011/10/17",290.50
"Currency","2011/10/14",291.00
"Currency","2011/10/12",290.00
"Currency","2011/10/11",288.00
"Currency","2011/10/10",287.00
"Currency","2011/10/07",287.00
"Currency","2011/10/06",287.00
"Currency","2011/10/03",285.00
"Currency","2011/09/28",285.14
"Currency","2011/09/27",285.00
"Currency","2011/09/26",285.00
"Currency","2011/09/23",285.00
"Currency","2011/09/22",285.00
"Currency","2011/09/21",284.81
"Currency","2011/09/20",285.00
"Currency","2011/09/19",284.00
"Currency","2011/09/16",284.00
"Currency","2011/09/15",284.00
"Currency","2011/09/13",283.00
"Currency","2011/09/12",284.00
"Currency","2011/09/09",284.00
"Currency","2011/09/08",284.00
"Currency","2011/09/07",283.00
"Currency","2011/09/06",281.00
"Currency","2011/09/05",280.00
"Currency","2011/09/02",280.00
"Currency","2011/08/31",280.00
"Currency","2011/08/30",280.00
"Currency","2011/08/29",280.00
"Currency","2011/08/26",280.00
"Currency","2011/08/23",279.00
"Currency","2011/08/22",278.00
"Currency","2011/08/19",278.00
"Currency","2011/08/18",278.00
"Currency","2011/08/17",284.00
"Currency","2011/08/10",282.00
"Currency","2011/08/09",280.00
"Currency","2011/08/08",279.00
"Currency","2011/08/05",279.00
"Currency","2011/08/04",279.00
"Currency","2011/08/01",278.00
"Currency","2011/07/29",278.00
"Currency","2011/07/27",278.00
"Currency","2011/07/26",277.19
"Currency","2011/07/25",278.00
"Currency","2011/07/22",277.00
"Currency","2011/07/21",277.25
"Currency","2011/07/20",276.86
"Currency","2011/07/19",276.80
"Currency","2011/07/18",277.00
"Currency","2011/07/15",277.00
"Currency","2011/07/14",276.50
"Currency","2011/07/13",277.00
"Currency","2011/07/12",275.00
"Currency","2011/07/11",276.00
"Currency","2011/07/08",276.00
"Currency","2011/07/07",276.00
"Currency","2011/07/05",274.69
"Currency","2011/07/04",274.50
"Currency","2011/07/01",274.50
"Currency","2011/06/30",274.50
"Currency","2011/06/28",274.00
"Currency","2011/06/27",274.00
"Currency","2011/06/24",276.00
"Currency","2011/06/23",275.00
"Currency","2011/06/22",275.00
"Currency","2011/06/21",274.00
"Currency","2011/06/20",276.00
"Currency","2011/06/17",276.00
"Currency","2011/06/16",276.00
"Currency","2011/06/13",274.00
"Currency","2011/06/10",275.00
"Currency","2011/06/09",274.00
"Currency","2011/06/06",275.00
"Currency","2011/06/03",275.00
"Currency","2011/05/31",274.00
"Currency","2011/05/30",273.00
"Currency","2011/05/27",273.00
"Currency","2011/05/26",272.96
"Currency","2011/05/25",272.78
"Currency","2011/05/24",272.78
"Currency","2011/05/23",272.00
"Currency","2011/05/20",272.00
"Currency","2011/05/19",272.00
"Currency","2011/05/16",272.00
"Currency","2011/05/13",272.00
"Currency","2011/05/12",272.00
"Currency","2011/05/11",272.85
"Currency","2011/05/10",272.10
"Currency","2011/05/09",274.00
"Currency","2011/05/06",274.00
"Currency","2011/05/05",274.00
"Currency","2011/05/04",274.00
"Currency","2011/05/03",273.30
"Currency","2011/05/02",273.10
"Currency","2011/04/29",272.50
"Currency","2011/04/28",272.50
"Currency","2011/04/27",272.50
"Currency","2011/04/26",272.52
"Currency","2011/04/25",273.00
"Currency","2011/04/22",273.00
"Currency","2011/04/21",273.00
"Currency","2011/04/20",272.50
"Currency","2011/04/19",272.50
"Currency","2011/04/18",272.50
"Currency","2011/04/15",273.00
"Currency","2011/04/14",272.47
"Currency","2011/04/13",272.68
"Currency","2011/04/12",275.00
"Currency","2011/04/11",283.00
"Currency","2011/04/08",283.00
"Currency","2011/04/07",283.00
"Currency","2011/04/06",282.00
"Currency","2011/04/05",281.00
"Currency","2011/04/04",279.00
"Currency","2011/04/01",279.00
"Currency","2011/03/30",279.00
"Currency","2011/03/29",276.50
"Currency","2011/03/28",287.00
"Currency","2011/03/25",287.00
"Currency","2011/03/24",286.00
"Currency","2011/03/23",285.00
"Currency","2011/03/22",284.00
"Currency","2011/03/21",284.00
"Currency","2011/03/18",284.00
"Currency","2011/03/17",285.00
"Currency","2011/03/16",284.00
"Currency","2011/03/15",284.00
"Currency","2011/03/14",283.50
"Currency","2011/03/11",284.00
"Currency","2011/03/10",283.00
"Currency","2011/03/09",282.00
"Currency","2011/03/08",282.50
"Currency","2011/03/07",282.50
"Currency","2011/03/04",282.50
"Currency","2011/03/03",282.50
"Currency","2011/03/02",281.00
"Currency","2011/03/01",287.50
"Currency","2011/02/28",288.00
"Currency","2011/02/25",287.50
"Currency","2011/02/24",286.50
"Currency","2011/02/23",286.00
"Currency","2011/02/22",285.00
"Currency","2011/02/21",285.00
"Currency","2011/02/18",285.00
"Currency","2011/02/17",285.00
"Currency","2011/02/16",285.00
"Currency","2011/02/15",284.00
"Currency","2011/02/14",282.00
"Currency","2011/02/11",282.00
"Currency","2011/02/10",282.00
"Currency","2011/02/09",282.00
"Currency","2011/02/08",281.00
"Currency","2011/02/07",280.00
"Currency","2011/02/04",280.00
"Currency","2011/02/03",280.00
"Currency","2011/02/02",279.00
"Currency","2011/02/01",279.00
"Currency","2011/01/31",279.50
"Currency","2011/01/28",279.50
"Currency","2011/01/27",279.50
"Currency","2011/01/26",280.00
"Currency","2011/01/25",279.00
"Currency","2011/01/24",281.00
"Currency","2011/01/21",280.00
"Currency","2011/01/20",280.00
"Currency","2011/01/19",280.00
"Currency","2011/01/18",286.00
"Currency","2011/01/17",286.00
"Currency","2011/01/14",286.00
"Currency","2011/01/13",286.00
"Currency","2011/01/12",284.00
"Currency","2011/01/11",284.00
"Currency","2011/01/10",282.00
"Currency","2011/01/07",282.00
"Currency","2011/01/06",283.00
"Currency","2011/01/05",283.50
"Currency","2011/01/04",283.00
"Currency","2011/01/03",283.00
"Currency","2010/12/31",283.00
"Currency","2010/12/30",283.00
"Currency","2010/12/29",283.00
"Currency","2010/12/28",283.00
"Currency","2010/12/27",283.00
"Currency","2010/12/24",283.00
"Currency","2010/12/23",281.50
"Currency","2010/12/22",281.50
"Currency","2010/12/21",281.50
"Currency","2010/12/20",282.00
"Currency","2010/12/17",281.50
"Currency","2010/12/16",281.50
"Currency","2010/12/15",281.50
"Currency","2010/12/14",285.50
"Currency","2010/12/13",285.00
"Currency","2010/12/10",284.50
"Currency","2010/12/09",285.00
"Currency","2010/12/08",281.50
"Currency","2010/12/07",281.50
"Currency","2010/12/06",281.00
"Currency","2010/12/03",281.50
"Currency","2010/12/02",281.00
"Currency","2010/12/01",282.00
"Currency","2010/11/30",281.00
"Currency","2010/11/29",281.00
"Currency","2010/11/26",281.00
"Currency","2010/11/25",281.00
"Currency","2010/11/24",279.00
"Currency","2010/11/23",280.00
"Currency","2010/11/22",280.00
"Currency","2010/11/19",280.00
"Currency","2010/11/18",279.00
"Currency","2010/11/17",279.00
"Currency","2010/11/16",279.00
"Currency","2010/11/15",278.00
"Currency","2010/11/12",278.00
"Currency","2010/11/11",278.00
"Currency","2010/11/10",279.00
"Currency","2010/11/09",282.00
"Currency","2010/11/08",284.50
"Currency","2010/11/05",284.50
"Currency","2010/11/04",284.50
"Currency","2010/11/03",284.00
"Currency","2010/11/02",285.00
"Currency","2010/11/01",285.00
"Currency","2010/10/29",284.50
"Currency","2010/10/28",284.50
"Currency","2010/10/27",284.00
"Currency","2010/10/26",285.00
"Currency","2010/10/25",283.50
"Currency","2010/10/22",283.50
"Currency","2010/10/21",283.00
"Currency","2010/10/20",284.00
"Currency","2010/10/19",284.00
"Currency","2010/10/18",283.50
"Currency","2010/10/15",283.00
"Currency","2010/10/14",283.00
"Currency","2010/10/13",285.00
"Currency","2010/10/12",287.00
"Currency","2010/10/11",287.00
"Currency","2010/10/08",287.00
"Currency","2010/10/07",287.00
"Currency","2010/10/06",287.00
"Currency","2010/10/05",287.00
"Currency","2010/10/04",287.00
"Currency","2010/10/01",287.00
"Currency","2010/09/30",287.00
"Currency","2010/09/29",287.00
"Currency","2010/09/28",287.00
"Currency","2010/09/27",287.00
"Currency","2010/09/24",287.00
"Currency","2010/09/23",287.00
"Currency","2010/09/22",287.00
"Currency","2010/09/21",287.00
"Currency","2010/09/20",287.00
"Currency","2010/09/17",287.00
"Currency","2010/09/16",287.00
"Currency","2010/09/15",286.00
"Currency","2010/09/14",286.00
"Currency","2010/09/13",287.00
"Currency","2010/09/10",287.00
"Currency","2010/09/09",287.00
"Currency","2010/09/08",287.00
"Currency","2010/09/07",287.00
"Currency","2010/09/06",287.00
"Currency","2010/09/03",288.00
"Currency","2010/09/02",288.00
"Currency","2010/09/01",286.50
"Currency","2010/08/31",286.50
"Currency","2010/08/30",286.50
"Currency","2010/08/27",286.50
"Currency","2010/08/26",286.50
"Currency","2010/08/25",286.50
"Currency","2010/08/24",286.50
"Currency","2010/08/23",286.50
"Currency","2010/08/20",286.50
"Currency","2010/08/19",286.50
"Currency","2010/08/18",286.50
"Currency","2010/08/17",286.50
"Currency","2010/08/16",286.50
"Currency","2010/08/13",286.00
"Currency","2010/08/12",287.50
"Currency","2010/08/11",288.00
"Currency","2010/08/10",287.00
"Currency","2010/08/09",287.00
"Currency","2010/08/06",287.00
"Currency","2010/08/05",287.00
"Currency","2010/08/04",287.00
"Currency","2010/08/03",286.00
"Currency","2010/08/02",286.00
"Currency","2010/07/30",286.00
"Currency","2010/07/29",286.00
"Currency","2010/07/28",284.00
"Currency","2010/07/27",284.00
"Currency","2010/07/26",284.00
"Currency","2010/07/23",285.00
"Currency","2010/07/22",285.00
"Currency","2010/07/21",285.00
"Currency","2010/07/20",285.00
"Currency","2010/07/19",285.00
"Currency","2010/07/16",285.00
"Currency","2010/07/15",284.00
"Currency","2010/07/14",283.50
"Currency","2010/07/13",284.00
"Currency","2010/07/12",284.00
"Currency","2010/07/09",284.00
"Currency","2010/07/08",284.00
"Currency","2010/07/07",286.00
"Currency","2010/07/06",284.50
"Currency","2010/07/05",284.50
"Currency","2010/07/02",284.50
"Currency","2010/07/01",284.50
"Currency","2010/06/30",284.00
"Currency","2010/06/29",281.50
"Currency","2010/06/28",281.00
"Currency","2010/06/25",280.00
"Currency","2010/06/24",280.00
"Currency","2010/06/23",280.00
"Currency","2010/06/22",279.50
"Currency","2010/06/21",278.00
"Currency","2010/06/18",278.50
"Currency","2010/06/17",277.50
"Currency","2010/06/16",276.00
"Currency","2010/06/15",276.00
"Currency","2010/06/14",276.00
"Currency","2010/06/11",275.50
"Currency","2010/06/10",275.50
"Currency","2010/06/09",275.00
"Currency","2010/06/08",275.00
"Currency","2010/06/07",276.00
"Currency","2010/06/04",275.00
"Currency","2010/06/03",275.00
"Currency","2010/06/02",275.00
"Currency","2010/06/01",275.00
"Currency","2010/05/31",275.00
"Currency","2010/05/28",275.00
"Currency","2010/05/27",274.00
"Currency","2010/05/26",274.00
"Currency","2010/05/25",274.00
"Currency","2010/05/24",274.00
"Currency","2010/05/21",274.00
"Currency","2010/05/20",273.00
"Currency","2010/05/19",273.00
"Currency","2010/05/18",273.00
"Currency","2010/05/17",271.50
"Currency","2010/05/14",271.50
"Currency","2010/05/13",271.50
"Currency","2010/05/12",271.00
"Currency","2010/05/11",271.00
"Currency","2010/05/10",271.00
"Currency","2010/05/07",271.00
"Currency","2010/05/06",271.00
"Currency","2010/05/05",270.50
"Currency","2010/05/04",269.50
"Currency","2010/05/03",269.50
"Currency","2010/04/30",269.50
"Currency","2010/04/29",269.00
"Currency","2010/04/28",268.50
"Currency","2010/04/27",268.00
"Currency","2010/04/26",268.00
"Currency","2010/04/23",268.00
"Currency","2010/04/22",268.00
"Currency","2010/04/21",268.00
"Currency","2010/04/20",268.00
"Currency","2010/04/19",268.00
"Currency","2010/04/16",268.00
"Currency","2010/04/15",266.00
"Currency","2010/04/14",266.00
"Currency","2010/04/13",266.00
"Currency","2010/04/12",266.00
"Currency","2010/04/09",265.50
"Currency","2010/04/08",266.00
"Currency","2010/04/07",265.00
"Currency","2010/04/06",265.00
"Currency","2010/04/05",265.00
"Currency","2010/04/02",265.00
"Currency","2010/04/01",265.00
"Currency","2010/03/31",265.00
"Currency","2010/03/30",265.00
"Currency","2010/03/29",265.50
"Currency","2010/03/26",265.50
"Currency","2010/03/25",265.50
"Currency","2010/03/24",265.50
"Currency","2010/03/23",265.00
"Currency","2010/03/22",265.00
"Currency","2010/03/19",265.00
"Currency","2010/03/18",265.00
"Currency","2010/03/17",265.50
"Currency","2010/03/16",265.50
"Currency","2010/03/15",265.50
"Currency","2010/03/12",264.00
"Currency","2010/03/11",264.00
"Currency","2010/03/10",264.00
"Currency","2010/03/09",264.00
"Currency","2010/03/08",263.50
"Currency","2010/03/05",262.50
"Currency","2010/03/04",262.50
"Currency","2010/03/03",262.00
"Currency","2010/03/02",262.00
"Currency","2010/03/01",262.00
"Currency","2010/02/26",262.00
"Currency","2010/02/25",261.50
"Currency","2010/02/24",261.50
"Currency","2010/02/23",261.50
"Currency","2010/02/22",262.00
"Currency","2010/02/19",261.50
"Currency","2010/02/18",261.50
"Currency","2010/02/17",261.50
"Currency","2010/02/16",261.50
"Currency","2010/02/15",261.50
"Currency","2010/02/12",261.50
"Currency","2010/02/11",261.50
"Currency","2010/02/10",261.50
"Currency","2010/02/09",261.50
"Currency","2010/02/08",261.50
"Currency","2010/02/05",261.50
"Currency","2010/02/04",261.50
"Currency","2010/02/03",261.00
"Currency","2010/02/02",261.50
"Currency","2010/02/01",261.50
"Currency","2010/01/29",261.50
"Currency","2010/01/28",261.50
"Currency","2010/01/27",261.50
"Currency","2010/01/26",261.50
"Currency","2010/01/25",261.50
"Currency","2010/01/22",261.50
"Currency","2010/01/21",261.50
"Currency","2010/01/20",261.50
"Currency","2010/01/19",261.50
"Currency","2010/01/18",261.50
"Currency","2010/01/15",261.50
"Currency","2010/01/14",262.00
"Currency","2010/01/13",262.00
"Currency","2010/01/12",262.50
"Currency","2010/01/11",262.50
"Currency","2010/01/08",263.00
"Currency","2010/01/07",263.00
"Currency","2010/01/06",263.00
"Currency","2010/01/05",263.00
"Currency","2010/01/04",263.50
"Currency","2010/01/01",263.00
"Currency","2009/12/31",263.00
"Currency","2009/12/30",263.00
"Currency","2009/12/29",263.00
"Currency","2009/12/28",263.00
"Currency","2009/12/25",263.00
"Currency","2009/12/24",263.00
"Currency","2009/12/23",262.50
"Currency","2009/12/22",263.00
"Currency","2009/12/21",263.00
"Currency","2009/12/18",262.50
"Currency","2009/12/17",262.50
"Currency","2009/12/16",261.50
"Currency","2009/12/15",261.50
"Currency","2009/12/14",261.50
"Currency","2009/12/11",261.50
"Currency","2009/12/10",261.50
"Currency","2009/12/09",261.50
"Currency","2009/12/08",261.50
"Currency","2009/12/04",261.50
"Currency","2009/12/03",261.50
"Currency","2009/12/02",261.50
"Currency","2009/12/01",262.00
"Currency","2009/11/30",262.00
"Currency","2009/11/27",262.00
"Currency","2009/11/26",262.00
"Currency","2009/11/25",261.50
"Currency","2009/11/24",261.50
"Currency","2009/11/23",262.00
"Currency","2009/11/20",262.00
"Currency","2009/11/19",262.00
"Currency","2009/11/18",262.78
"Currency","2009/11/17",261.50
"Currency","2009/11/16",262.00
"Currency","2009/11/13",262.00
"Currency","2009/11/12",262.00
"Currency","2009/11/11",262.00
"Currency","2009/11/10",262.00
"Currency","2009/11/09",262.00
"Currency","2009/11/06",261.50
"Currency","2009/11/05",261.50
"Currency","2009/11/04",261.50
"Currency","2009/11/03",261.50
"Currency","2009/11/02",261.00
"Currency","2009/10/30",261.00
"Currency","2009/10/29",261.00
"Currency","2009/10/28",261.50
"Currency","2009/10/27",261.50
"Currency","2009/10/26",261.00
"Currency","2009/10/23",261.00
"Currency","2009/10/22",260.50
"Currency","2009/10/21",261.50
"Currency","2009/10/20",261.50
"Currency","2009/10/19",261.50
"Currency","2009/10/16",261.00
"Currency","2009/10/15",261.00
"Currency","2009/10/14",260.50
"Currency","2009/10/13",260.50
"Currency","2009/10/12",260.50
"Currency","2009/10/09",260.50
"Currency","2009/10/08",260.50
"Currency","2009/10/07",260.50
"Currency","2009/10/06",260.50
"Currency","2009/10/05",260.50
"Currency","2009/10/02",260.50
"Currency","2009/10/01",261.00
"Currency","2009/09/30",261.00
"Currency","2009/09/29",260.50
"Currency","2009/09/28",260.50
"Currency","2009/09/25",262.36
"Currency","2009/09/24",262.36
"Currency","2009/09/23",262.36
"Currency","2009/09/22",262.36
"Currency","2009/09/21",262.36
"Currency","2009/09/18",262.36
"Currency","2009/09/17",262.76
"Currency","2009/09/16",262.89
"Currency","2009/09/15",262.89
"Currency","2009/09/14",262.89
"Currency","2009/09/11",262.89
"Currency","2009/09/10",262.89
"Currency","2009/09/09",260.50
"Currency","2009/09/08",260.00
"Currency","2009/09/07",260.00
"Currency","2009/09/04",260.00
"Currency","2009/09/03",260.00
"Currency","2009/09/02",260.00
"Currency","2009/09/01",260.50
"Currency","2009/08/31",260.50
"Currency","2009/08/28",260.50
"Currency","2009/07/21",267.21
"Currency","2009/07/20",264.56
"Currency","2009/07/17",264.56
"Currency","2009/07/16",264.56
"Currency","2009/07/15",264.56
"Currency","2009/07/14",267.21
"Currency","2009/07/13",267.21
"Currency","2009/07/10",264.56
"Currency","2009/07/09",264.56
"Currency","2009/07/08",264.56
"Currency","2009/07/07",264.56
"Currency","2009/07/06",264.56
"Currency","2009/07/03",267.50
"Currency","2009/07/02",267.50
"Currency","2009/07/01",264.84
"Currency","2009/06/30",264.70
"Currency","2009/06/22",264.06
"Currency","2009/06/19",266.81
"Currency","2009/06/18",264.16
"Currency","2009/06/17",264.25
"Currency","2009/06/16",264.29
"Currency","2009/06/12",264.50
"Currency","2009/06/11",264.14
"Currency","2009/06/05",266.00
"Currency","2009/05/29",265.45
"Currency","2009/05/19",265.55
"Currency","2009/05/18",268.50
"Currency","2009/05/15",268.27
"Currency","2009/05/14",268.27
"Currency","2009/05/13",269.27
"Currency","2009/05/12",269.24
"Currency","2009/05/11",268.79
"Currency","2009/05/06",268.32
"Currency","2009/04/14",264.88
"Currency","2009/04/13",264.86
"Currency","2009/04/10",264.86
"Currency","2009/04/09",264.86
"Currency","2009/04/08",264.86
"Currency","2009/04/07",264.86
"Currency","2009/03/30",265.31
"Currency","2009/03/27",265.31
"Currency","2009/03/26",265.31
"Currency","2009/03/25",265.01
"Currency","2009/03/19",267.50
"Currency","2009/03/16",267.80
"Currency","2009/03/13",267.80
"Currency","2009/03/12",265.14
"Currency","2009/03/06",263.35
"Currency","2009/03/05",263.35
"Currency","2009/02/25",260.50
"Currency","2009/02/20",263.77
"Currency","2009/02/19",261.15
"Currency","2009/02/18",260.65
"Currency","2009/02/09",258.00
"Currency","2009/01/27",257.19
"Currency","2009/01/26",259.77
"Currency","2009/01/23",259.77
"Currency","2009/01/22",259.77
"Currency","2009/01/21",259.78
"Currency","2008/12/05",256.32
"Currency","2008/12/04",256.32
"Currency","2008/11/28",252.00
"Currency","2008/11/27",252.00
"Currency","2008/11/26",252.00
"Currency","2008/11/17",251.49
"Currency","2008/11/14",251.49
"Currency","2008/11/11",248.67
"Currency","2008/11/10",248.67
"Currency","2008/11/05",250.60
"Currency","2008/10/28",254.68
"Currency","2008/10/27",252.15
"Currency","2008/10/23",253.20
"Currency","2008/10/22",247.62
"Currency","2008/10/13",238.60
"Currency","2008/10/08",238.60
"Currency","2008/10/03",232.00
"Currency","2008/10/02",232.00
"Currency","2008/10/01",232.00
"Currency","2008/09/30",232.00
"Currency","2008/09/26",233.65
"Currency","2008/09/25",233.65
"Currency","2008/09/24",232.52
"Currency","2008/09/23",232.58
"Currency","2008/09/19",232.00
"Currency","2008/09/17",232.00
"Currency","2008/09/12",232.00
"Currency","2008/09/08",231.85
"Currency","2008/09/05",231.85
"Currency","2008/08/25",231.47
"Currency","2008/08/22",229.17
"Currency","2008/08/21",229.17
"Currency","2008/08/20",229.08
"Currency","2008/08/08",229.45
"Currency","2008/07/25",229.50
"Currency","2008/07/07",232.58
"Currency","2008/07/04",232.58
"Currency","2008/07/03",232.58
"Currency","2008/07/02",232.58
"Currency","2008/07/01",235.96
"Currency","2008/06/30",235.96
"Currency","2008/06/27",235.96
"Currency","2008/06/26",235.96
"Currency","2008/06/11",237.03
"Currency","2008/06/10",237.03
"Currency","2008/06/09",237.03
"Currency","2008/06/06",237.03
"Currency","2008/06/05",237.03
"Currency","2008/06/04",236.99
"Currency","2008/06/03",236.98
"Currency","2008/05/23",241.50
"Currency","2008/04/29",242.98
"Currency","2008/04/23",242.98
"Currency","2008/04/22",242.98
"Currency","2008/04/21",242.98
"Currency","2008/04/18",242.98
"Currency","2008/04/17",240.57
"Currency","2008/04/16",240.57
"Currency","2008/04/15",240.57
"Currency","2008/04/14",240.57
"Currency","2008/04/11",240.57
"Currency","2008/04/10",240.57
"Currency","2008/03/24",247.64
"Currency","2008/03/21",247.64
"Currency","2008/03/20",247.64
"Currency","2008/03/19",247.64
"Currency","2008/03/18",247.00
"Currency","2008/03/17",251.50
"Currency","2008/03/14",247.14
"Currency","2008/03/13",247.14
"Currency","2008/03/12",251.50
"Currency","2008/03/11",247.64
"Currency","2008/03/10",245.18
"Currency","2008/03/07",251.50
"Currency","2008/03/06",251.50
"Currency","2008/03/05",251.50
"Currency","2008/03/04",253.74
"Currency","2008/03/03",251.50
"Currency","2008/02/29",251.50
"Currency","2008/02/26",253.33
"Currency","2008/02/25",253.14
"Currency","2008/02/22",253.14
"Currency","2008/02/21",253.14
"Currency","2008/02/13",253.14
"Currency","2008/02/12",253.14
"Currency","2008/02/11",253.14
"Currency","2008/02/08",253.14
"Currency","2008/02/05",253.14
"Currency","2008/02/04",250.63
"Currency","2008/02/01",250.63
"Currency","2008/01/31",250.63
"Currency","2008/01/30",251.09
"Currency","2008/01/29",251.09
"Currency","2008/01/14",251.62
"Currency","2008/01/11",251.62
"Currency","2008/01/10",251.62
"Currency","2008/01/09",249.12
"Currency","2008/01/04",251.62
"Currency","2007/12/25",251.39
"Currency","2007/12/24",251.39
"Currency","2007/12/12",250.63
"Currency","2007/12/11",254.08
"Currency","2007/12/10",254.08
"Currency","2007/12/06",252.81
"Currency","2007/12/05",255.62
"Currency","2007/12/04",256.50
"Currency","2007/12/03",255.62
"Currency","2007/11/30",249.12
"Currency","2007/11/29",255.62
"Currency","2007/11/28",255.62
"Currency","2007/11/27",256.50
"Currency","2007/11/26",253.03
"Currency","2007/11/23",253.03
"Currency","2007/11/19",250.40
"Currency","2007/11/02",256.50
"Currency","2007/10/31",259.25
"Currency","2007/10/30",256.68
"Currency","2007/10/29",256.68
"Currency","2007/10/26",256.49
"Currency","2007/10/25",259.01
"Currency","2007/10/24",259.01
"Currency","2007/10/23",258.61
"Currency","2007/10/22",258.61
"Currency","2007/10/19",258.61
"Currency","2007/10/18",258.61
"Currency","2007/10/17",258.61
"Currency","2007/10/16",258.61
"Currency","2007/10/15",258.61
"Currency","2007/10/12",258.61
"Currency","2007/10/11",258.61
"Currency","2007/10/10",258.61
"Currency","2007/10/04",259.37
"Currency","2007/10/03",259.37
"Currency","2007/10/02",259.37
"Currency","2007/10/01",259.37
"Currency","2007/09/28",259.37
"Currency","2007/09/27",259.37
"Currency","2007/09/26",259.37
"Currency","2007/09/25",259.37
"Currency","2007/09/24",259.37
"Currency","2007/09/21",259.37
"Currency","2007/09/20",259.37
"Currency","2007/09/19",259.37
"Currency","2007/09/18",259.37
"Currency","2007/09/17",259.37
"Currency","2007/09/14",259.37
"Currency","2007/09/13",259.37
"Currency","2007/09/12",259.37
"Currency","2007/09/11",259.37
"Currency","2007/09/10",259.37
"Currency","2007/09/07",259.37
"Currency","2007/09/06",258.41
"Currency","2007/09/05",258.41
"Currency","2007/09/04",258.41
"Currency","2007/09/03",258.41
"Currency","2007/08/31",258.41
"Currency","2007/08/30",259.07
"Currency","2007/08/28",259.12
"Currency","2007/08/27",259.12
