"Indicator","Time","Value (USD/TRY)"
"Currency","2003/11/05",1.49
"Currency","2003/11/04",1.48
"Currency","2003/11/03",1.47
"Currency","2003/10/31",1.48
"Currency","2003/10/30",1.49
"Currency","2003/10/29",1.52
"Currency","2003/10/28",1.52
"Currency","2003/10/27",1.52
"Currency","2003/10/24",1.49
"Currency","2003/10/23",1.48
"Currency","2003/10/22",1.46
"Currency","2003/10/21",1.47
"Currency","2003/10/20",1.43
"Currency","2003/10/17",1.45
"Currency","2003/10/16",1.42
"Currency","2003/10/15",1.41
"Currency","2003/10/14",1.41
"Currency","2003/10/13",1.41
"Currency","2003/10/10",1.39
"Currency","2003/10/09",1.39
"Currency","2003/10/08",1.38
"Currency","2003/10/07",1.37
"Currency","2003/10/06",1.38
"Currency","2003/10/03",1.39
"Currency","2003/10/02",1.40
"Currency","2003/10/01",1.39
"Currency","2003/09/30",1.39
"Currency","2003/09/29",1.40
"Currency","2003/09/26",1.38
"Currency","2003/09/25",1.38
"Currency","2003/09/24",1.35
"Currency","2003/09/23",1.35
"Currency","2003/09/22",1.36
"Currency","2003/09/19",1.37
"Currency","2003/09/18",1.37
"Currency","2003/09/17",1.38
"Currency","2003/09/16",1.37
"Currency","2003/09/15",1.37
"Currency","2003/09/12",1.38
"Currency","2003/09/11",1.38
"Currency","2003/09/10",1.39
"Currency","2003/09/09",1.38
"Currency","2003/09/08",1.39
"Currency","2003/09/05",1.38
"Currency","2003/09/04",1.39
"Currency","2003/09/03",1.39
"Currency","2003/09/02",1.40
"Currency","2003/09/01",1.39
"Currency","2003/08/29",1.40
"Currency","2003/08/28",1.40
"Currency","2003/08/27",1.40
"Currency","2003/08/26",1.39
"Currency","2003/08/25",1.39
"Currency","2003/08/22",1.40
"Currency","2003/08/21",1.39
"Currency","2003/08/20",1.40
"Currency","2003/08/19",1.40
"Currency","2003/08/18",1.40
"Currency","2003/08/15",1.40
"Currency","2003/08/14",1.40
"Currency","2003/08/13",1.41
"Currency","2003/08/12",1.40
"Currency","2003/08/11",1.40
"Currency","2003/08/07",1.40
"Currency","2003/08/06",1.41
"Currency","2003/08/05",1.40
"Currency","2003/08/04",1.42
"Currency","2003/08/01",1.44
"Currency","2003/07/31",1.43
"Currency","2003/07/30",1.43
"Currency","2003/07/29",1.43
"Currency","2003/07/28",1.43
"Currency","2003/07/25",1.42
"Currency","2003/07/24",1.42
"Currency","2003/07/23",1.41
"Currency","2003/07/22",1.40
"Currency","2003/07/21",1.39
"Currency","2003/07/18",1.40
"Currency","2003/07/17",1.38
"Currency","2003/07/16",1.39
"Currency","2003/07/15",1.38
"Currency","2003/07/14",1.39
"Currency","2003/07/11",1.40
"Currency","2003/07/10",1.41
"Currency","2003/07/09",1.42
"Currency","2003/07/08",1.40
"Currency","2003/07/07",1.39
"Currency","2003/07/04",1.39
"Currency","2003/07/03",1.40
"Currency","2003/07/02",1.40
"Currency","2003/07/01",1.40
"Currency","2003/06/30",1.42
"Currency","2003/06/27",1.42
"Currency","2003/06/26",1.43
"Currency","2003/06/25",1.43
"Currency","2003/06/24",1.44
"Currency","2003/06/23",1.44
"Currency","2003/06/20",1.43
"Currency","2003/06/19",1.43
"Currency","2003/06/18",1.42
"Currency","2003/06/17",1.42
"Currency","2003/06/16",1.42
"Currency","2003/06/13",1.42
"Currency","2003/06/12",1.42
"Currency","2003/06/11",1.42
"Currency","2003/06/10",1.43
"Currency","2003/06/09",1.43
"Currency","2003/06/06",1.43
"Currency","2003/06/05",1.44
"Currency","2003/06/04",1.44
"Currency","2003/06/03",1.44
"Currency","2003/06/02",1.43
"Currency","2003/05/30",1.43
"Currency","2003/05/29",1.44
"Currency","2003/05/28",1.46
"Currency","2003/05/27",1.45
"Currency","2003/05/26",1.46
"Currency","2003/05/23",1.47
"Currency","2003/05/22",1.48
"Currency","2003/05/21",1.50
"Currency","2003/05/20",1.46
"Currency","2003/05/16",1.51
"Currency","2003/05/15",1.49
"Currency","2003/05/14",1.49
"Currency","2003/05/13",1.49
"Currency","2003/05/12",1.50
"Currency","2003/05/09",1.51
"Currency","2003/05/08",1.52
"Currency","2003/05/07",1.53
"Currency","2003/05/06",1.55
"Currency","2003/05/05",1.53
"Currency","2003/05/02",1.54
"Currency","2003/05/01",1.55
"Currency","2003/04/30",1.57
"Currency","2003/04/29",1.59
"Currency","2003/04/28",1.59
"Currency","2003/04/25",1.60
"Currency","2003/04/24",1.60
"Currency","2003/04/23",1.61
"Currency","2003/04/22",1.60
"Currency","2003/04/21",1.60
"Currency","2003/04/18",1.60
"Currency","2003/04/17",1.61
"Currency","2003/04/16",1.61
"Currency","2003/04/15",1.62
"Currency","2003/04/14",1.62
"Currency","2003/04/11",1.65
"Currency","2003/04/10",1.65
"Currency","2003/04/09",1.64
"Currency","2003/04/08",1.64
"Currency","2003/04/07",1.65
"Currency","2003/04/04",1.66
"Currency","2003/04/03",1.67
"Currency","2003/04/02",1.68
"Currency","2003/04/01",1.69
"Currency","2003/03/31",1.71
"Currency","2003/03/28",1.71
"Currency","2003/03/26",1.72
"Currency","2003/03/25",1.70
"Currency","2003/03/24",1.77
"Currency","2003/03/21",1.74
"Currency","2003/03/20",1.72
"Currency","2003/03/19",1.72
"Currency","2003/03/18",1.65
"Currency","2003/03/17",1.72
"Currency","2003/03/14",1.63
"Currency","2003/03/13",1.65
"Currency","2003/03/12",1.62
"Currency","2003/03/11",1.62
"Currency","2003/03/10",1.62
"Currency","2003/03/07",1.62
"Currency","2003/03/06",1.63
"Currency","2003/03/05",1.60
"Currency","2003/03/04",1.62
"Currency","2003/03/03",1.66
"Currency","2003/02/28",1.60
"Currency","2003/02/27",1.60
"Currency","2003/02/26",1.62
"Currency","2003/02/25",1.62
"Currency","2003/02/24",1.62
"Currency","2003/02/21",1.63
"Currency","2003/02/20",1.63
"Currency","2003/02/19",1.64
"Currency","2003/02/18",1.63
"Currency","2003/02/17",1.64
"Currency","2003/02/13",1.65
"Currency","2003/02/12",1.65
"Currency","2003/02/11",1.65
"Currency","2003/02/10",1.65
"Currency","2003/02/07",1.63
"Currency","2003/02/06",1.64
"Currency","2003/02/05",1.65
"Currency","2003/02/04",1.64
"Currency","2003/02/03",1.64
"Currency","2003/01/31",1.65
"Currency","2003/01/30",1.64
"Currency","2003/01/29",1.65
"Currency","2003/01/28",1.66
"Currency","2003/01/27",1.66
"Currency","2003/01/24",1.66
"Currency","2003/01/23",1.66
"Currency","2003/01/22",1.68
"Currency","2003/01/21",1.67
"Currency","2003/01/20",1.67
"Currency","2003/01/17",1.67
"Currency","2003/01/16",1.66
"Currency","2003/01/15",1.67
"Currency","2003/01/14",1.68
"Currency","2003/01/13",1.66
"Currency","2003/01/10",1.67
"Currency","2003/01/09",1.68
"Currency","2003/01/08",1.67
"Currency","2003/01/07",1.70
"Currency","2003/01/06",1.66
"Currency","2003/01/03",1.65
"Currency","2003/01/02",1.66
"Currency","2003/01/01",1.66
"Currency","2002/12/31",1.66
"Currency","2002/12/30",1.64
"Currency","2002/12/27",1.66
"Currency","2002/12/26",1.65
"Currency","2002/12/25",1.64
"Currency","2002/12/24",1.68
"Currency","2002/12/23",1.66
"Currency","2002/12/20",1.64
"Currency","2002/12/19",1.65
"Currency","2002/12/18",1.62
"Currency","2002/12/17",1.59
"Currency","2002/12/16",1.55
"Currency","2002/12/13",1.54
"Currency","2002/12/12",1.56
"Currency","2002/12/11",1.56
"Currency","2002/12/10",1.55
"Currency","2002/12/09",1.57
"Currency","2002/12/06",1.56
"Currency","2002/12/04",1.55
"Currency","2002/12/03",1.53
"Currency","2002/12/02",1.52
"Currency","2002/11/29",1.54
"Currency","2002/11/28",1.55
"Currency","2002/11/27",1.57
"Currency","2002/11/26",1.56
"Currency","2002/11/25",1.56
"Currency","2002/11/22",1.58
"Currency","2002/11/21",1.58
"Currency","2002/11/20",1.59
"Currency","2002/11/19",1.59
"Currency","2002/11/18",1.58
"Currency","2002/11/15",1.61
"Currency","2002/11/14",1.61
"Currency","2002/11/13",1.62
"Currency","2002/11/12",1.65
"Currency","2002/11/11",1.62
"Currency","2002/11/08",1.62
"Currency","2002/11/07",1.63
"Currency","2002/11/06",1.65
"Currency","2002/11/05",1.64
"Currency","2002/11/04",1.68
"Currency","2002/11/01",1.70
"Currency","2002/10/31",1.68
"Currency","2002/10/30",1.68
"Currency","2002/10/29",1.68
"Currency","2002/10/28",1.68
"Currency","2002/10/25",1.69
"Currency","2002/10/24",1.69
"Currency","2002/10/23",1.67
"Currency","2002/10/18",1.66
"Currency","2002/10/17",1.66
"Currency","2002/10/16",1.65
"Currency","2002/10/15",1.64
"Currency","2002/10/14",1.64
"Currency","2002/10/11",1.65
"Currency","2002/10/10",1.64
"Currency","2002/10/09",1.65
"Currency","2002/10/08",1.65
"Currency","2002/10/07",1.65
"Currency","2002/10/04",1.65
"Currency","2002/10/03",1.63
"Currency","2002/10/02",1.64
"Currency","2002/10/01",1.66
"Currency","2002/09/27",1.66
"Currency","2002/09/26",1.66
"Currency","2002/09/25",1.65
"Currency","2002/09/24",1.66
"Currency","2002/09/23",1.66
"Currency","2002/09/20",1.67
"Currency","2002/09/19",1.66
"Currency","2002/09/18",1.67
"Currency","2002/09/17",1.67
"Currency","2002/09/16",1.68
"Currency","2002/09/13",1.67
"Currency","2002/09/12",1.67
"Currency","2002/09/11",1.66
"Currency","2002/09/10",1.69
"Currency","2002/09/09",1.65
"Currency","2002/09/06",1.63
"Currency","2002/09/05",1.63
"Currency","2002/09/04",1.63
"Currency","2002/09/03",1.63
"Currency","2002/09/02",1.62
"Currency","2002/08/30",1.64
"Currency","2002/08/28",1.63
"Currency","2002/08/27",1.64
"Currency","2002/08/26",1.64
"Currency","2002/08/23",1.64
"Currency","2002/08/22",1.65
"Currency","2002/08/21",1.63
"Currency","2002/08/20",1.63
"Currency","2002/08/19",1.64
"Currency","2002/08/16",1.65
"Currency","2002/08/15",1.65
"Currency","2002/08/14",1.63
"Currency","2002/08/13",1.64
"Currency","2002/08/12",1.64
"Currency","2002/08/09",1.65
"Currency","2002/08/08",1.64
"Currency","2002/08/07",1.63
"Currency","2002/08/06",1.65
"Currency","2002/08/05",1.64
"Currency","2002/08/02",1.64
"Currency","2002/08/01",1.67
"Currency","2002/07/31",1.69
"Currency","2002/07/30",1.70
"Currency","2002/07/29",1.69
"Currency","2002/07/26",1.69
"Currency","2002/07/25",1.68
"Currency","2002/07/24",1.70
"Currency","2002/07/23",1.68
"Currency","2002/07/22",1.68
"Currency","2002/07/19",1.67
"Currency","2002/07/18",1.65
"Currency","2002/07/17",1.64
"Currency","2002/07/16",1.68
"Currency","2002/07/15",1.68
"Currency","2002/07/12",1.66
"Currency","2002/07/11",1.68
"Currency","2002/07/10",1.66
"Currency","2002/07/09",1.67
"Currency","2002/07/08",1.69
"Currency","2002/07/05",1.62
"Currency","2002/07/04",1.63
"Currency","2002/07/03",1.62
"Currency","2002/07/02",1.62
"Currency","2002/07/01",1.57
"Currency","2002/06/28",1.59
"Currency","2002/06/27",1.60
"Currency","2002/06/26",1.66
"Currency","2002/06/25",1.60
"Currency","2002/06/24",1.59
"Currency","2002/06/21",1.57
"Currency","2002/06/20",1.56
"Currency","2002/06/19",1.55
"Currency","2002/06/18",1.55
"Currency","2002/06/17",1.60
"Currency","2002/06/14",1.58
"Currency","2002/06/13",1.55
"Currency","2002/06/12",1.56
"Currency","2002/06/11",1.51
"Currency","2002/06/10",1.48
"Currency","2002/06/07",1.46
"Currency","2002/06/06",1.45
"Currency","2002/06/05",1.44
"Currency","2002/06/04",1.44
"Currency","2002/06/03",1.45
"Currency","2002/05/31",1.45
"Currency","2002/05/30",1.43
"Currency","2002/05/29",1.42
"Currency","2002/05/28",1.41
"Currency","2002/05/27",1.40
"Currency","2002/05/24",1.42
"Currency","2002/05/23",1.41
"Currency","2002/05/22",1.41
"Currency","2002/05/21",1.41
"Currency","2002/05/20",1.43
"Currency","2002/05/17",1.46
"Currency","2002/05/16",1.41
"Currency","2002/05/15",1.39
"Currency","2002/05/14",1.40
"Currency","2002/05/13",1.39
"Currency","2002/05/10",1.38
"Currency","2002/05/09",1.38
"Currency","2002/05/08",1.38
"Currency","2002/05/07",1.38
"Currency","2002/05/06",1.38
"Currency","2002/05/03",1.37
"Currency","2002/05/02",1.36
"Currency","2002/05/01",1.36
"Currency","2002/04/30",1.34
"Currency","2002/04/29",1.34
"Currency","2002/04/26",1.36
"Currency","2002/04/25",1.37
"Currency","2002/04/24",1.34
"Currency","2002/04/23",1.32
"Currency","2002/04/22",1.32
"Currency","2002/04/19",1.31
"Currency","2002/04/17",1.31
"Currency","2002/04/16",1.30
"Currency","2002/04/15",1.31
"Currency","2002/04/12",1.31
"Currency","2002/04/11",1.30
"Currency","2002/04/10",1.30
"Currency","2002/04/09",1.31
"Currency","2002/04/08",1.32
"Currency","2002/04/05",1.31
"Currency","2002/04/04",1.33
"Currency","2002/04/03",1.33
"Currency","2002/04/02",1.34
"Currency","2002/04/01",1.34
"Currency","2002/03/29",1.35
"Currency","2002/03/28",1.34
"Currency","2002/03/27",1.34
"Currency","2002/03/26",1.34
"Currency","2002/03/25",1.35
"Currency","2002/03/22",1.35
"Currency","2002/03/21",1.34
"Currency","2002/03/20",1.35
"Currency","2002/03/19",1.37
"Currency","2002/03/18",1.36
"Currency","2002/03/15",1.35
"Currency","2002/03/14",1.36
"Currency","2002/03/12",1.37
"Currency","2002/03/11",1.37
"Currency","2002/03/08",1.37
"Currency","2002/03/07",1.37
"Currency","2002/03/06",1.37
"Currency","2002/03/05",1.39
"Currency","2002/03/04",1.38
"Currency","2002/03/01",1.39
"Currency","2002/02/28",1.40
"Currency","2002/02/27",1.41
"Currency","2002/02/26",1.41
"Currency","2002/02/25",1.39
"Currency","2002/02/22",1.39
"Currency","2002/02/21",1.39
"Currency","2002/02/20",1.37
"Currency","2002/02/19",1.38
"Currency","2002/02/18",1.36
"Currency","2002/02/14",1.36
"Currency","2002/02/13",1.35
"Currency","2002/02/12",1.37
"Currency","2002/02/11",1.38
"Currency","2002/02/08",1.39
"Currency","2002/02/07",1.34
"Currency","2002/02/06",1.33
"Currency","2002/02/05",1.31
"Currency","2002/02/04",1.31
"Currency","2002/02/01",1.31
"Currency","2002/01/31",1.32
"Currency","2002/01/30",1.33
"Currency","2002/01/29",1.32
"Currency","2002/01/28",1.34
"Currency","2002/01/25",1.34
"Currency","2002/01/24",1.35
"Currency","2002/01/23",1.37
"Currency","2002/01/22",1.34
"Currency","2002/01/21",1.33
"Currency","2002/01/18",1.35
"Currency","2002/01/17",1.36
"Currency","2002/01/16",1.37
"Currency","2002/01/15",1.37
"Currency","2002/01/14",1.36
"Currency","2002/01/11",1.38
"Currency","2002/01/10",1.39
"Currency","2002/01/09",1.41
"Currency","2002/01/08",1.39
"Currency","2002/01/07",1.40
"Currency","2002/01/04",1.42
"Currency","2002/01/03",1.42
"Currency","2002/01/02",1.45
"Currency","2002/01/01",1.45
"Currency","2001/12/31",1.45
"Currency","2001/12/28",1.45
"Currency","2001/12/27",1.44
"Currency","2001/12/26",1.46
"Currency","2001/12/25",1.45
"Currency","2001/12/21",1.49
"Currency","2001/12/20",1.48
"Currency","2001/12/19",1.47
"Currency","2001/12/18",1.45
"Currency","2001/12/17",1.45
"Currency","2001/12/14",1.45
"Currency","2001/12/13",1.41
"Currency","2001/12/12",1.43
"Currency","2001/12/11",1.44
"Currency","2001/12/10",1.45
"Currency","2001/12/07",1.46
"Currency","2001/12/06",1.45
"Currency","2001/12/05",1.46
"Currency","2001/12/04",1.48
"Currency","2001/12/03",1.49
"Currency","2001/11/30",1.48
"Currency","2001/11/29",1.50
"Currency","2001/11/28",1.48
"Currency","2001/11/27",1.48
"Currency","2001/11/26",1.48
"Currency","2001/11/23",1.50
"Currency","2001/11/22",1.50
"Currency","2001/11/21",1.51
"Currency","2001/11/20",1.47
"Currency","2001/11/19",1.47
"Currency","2001/11/16",1.51
"Currency","2001/11/15",1.52
"Currency","2001/11/14",1.54
"Currency","2001/11/13",1.56
"Currency","2001/11/12",1.56
"Currency","2001/11/09",1.57
"Currency","2001/11/08",1.55
"Currency","2001/11/07",1.57
"Currency","2001/11/06",1.54
"Currency","2001/11/05",1.56
"Currency","2001/11/02",1.57
"Currency","2001/11/01",1.58
"Currency","2001/10/31",1.59
"Currency","2001/10/30",1.60
"Currency","2001/10/29",1.61
"Currency","2001/10/26",1.61
"Currency","2001/10/25",1.62
"Currency","2001/10/24",1.61
"Currency","2001/10/23",1.61
"Currency","2001/10/22",1.63
"Currency","2001/10/19",1.65
"Currency","2001/10/18",1.63
"Currency","2001/10/17",1.63
"Currency","2001/10/16",1.64
"Currency","2001/10/15",1.61
"Currency","2001/10/12",1.60
"Currency","2001/10/11",1.58
"Currency","2001/10/10",1.64
"Currency","2001/10/09",1.63
"Currency","2001/10/08",1.62
"Currency","2001/10/04",1.60
"Currency","2001/10/03",1.59
"Currency","2001/10/02",1.56
"Currency","2001/10/01",1.54
"Currency","2001/09/28",1.54
"Currency","2001/09/27",1.54
"Currency","2001/09/26",1.55
"Currency","2001/09/25",1.56
"Currency","2001/09/24",1.55
"Currency","2001/09/21",1.55
"Currency","2001/09/20",1.53
"Currency","2001/09/19",1.50
"Currency","2001/09/18",1.49
"Currency","2001/09/17",1.53
"Currency","2001/09/14",1.49
"Currency","2001/09/13",1.48
"Currency","2001/09/12",1.46
"Currency","2001/09/11",1.51
"Currency","2001/09/10",1.43
"Currency","2001/09/07",1.41
"Currency","2001/09/06",1.40
"Currency","2001/09/05",1.42
"Currency","2001/09/04",1.43
"Currency","2001/09/03",1.39
"Currency","2001/08/31",1.37
"Currency","2001/08/30",1.37
"Currency","2001/08/29",1.38
"Currency","2001/08/28",1.41
"Currency","2001/08/27",1.43
"Currency","2001/08/24",1.46
"Currency","2001/08/23",1.47
"Currency","2001/08/22",1.46
"Currency","2001/08/21",1.44
"Currency","2001/08/20",1.43
"Currency","2001/08/17",1.43
"Currency","2001/08/16",1.46
"Currency","2001/08/15",1.48
"Currency","2001/08/14",1.46
"Currency","2001/08/13",1.40
"Currency","2001/08/10",1.39
"Currency","2001/08/09",1.38
"Currency","2001/08/08",1.37
"Currency","2001/08/07",1.37
"Currency","2001/08/06",1.36
"Currency","2001/08/03",1.35
"Currency","2001/08/02",1.34
"Currency","2001/08/01",1.34
"Currency","2001/07/31",1.33
"Currency","2001/07/30",1.32
"Currency","2001/07/27",1.33
"Currency","2001/07/26",1.32
"Currency","2001/07/25",1.33
"Currency","2001/07/24",1.32
"Currency","2001/07/23",1.32
"Currency","2001/07/20",1.33
"Currency","2001/07/19",1.34
"Currency","2001/07/18",1.34
"Currency","2001/07/17",1.45
"Currency","2001/07/16",1.38
"Currency","2001/07/13",1.33
"Currency","2001/07/12",1.34
"Currency","2001/07/11",1.37
"Currency","2001/07/10",1.32
"Currency","2001/07/09",1.31
"Currency","2001/07/06",1.34
"Currency","2001/07/05",1.29
"Currency","2001/07/04",1.28
"Currency","2001/07/03",1.29
"Currency","2001/07/02",1.28
"Currency","2001/06/28",1.26
"Currency","2001/06/27",1.26
"Currency","2001/06/26",1.27
"Currency","2001/06/25",1.31
"Currency","2001/06/22",1.28
"Currency","2001/06/21",1.28
"Currency","2001/06/20",1.27
"Currency","2001/06/19",1.24
"Currency","2001/06/18",1.23
"Currency","2001/06/15",1.19
"Currency","2001/06/14",1.20
"Currency","2001/06/13",1.24
"Currency","2001/06/12",1.20
"Currency","2001/06/11",1.19
"Currency","2001/06/08",1.16
"Currency","2001/06/07",1.17
"Currency","2001/06/06",1.17
"Currency","2001/06/05",1.16
"Currency","2001/06/04",1.15
"Currency","2001/06/01",1.15
"Currency","2001/05/31",1.17
"Currency","2001/05/30",1.17
"Currency","2001/05/29",1.14
"Currency","2001/05/28",1.12
"Currency","2001/05/25",1.11
"Currency","2001/05/24",1.11
"Currency","2001/05/23",1.12
"Currency","2001/05/22",1.12
