"Indicator","Time","Value (USD/LBP)"
"Currency","2015/06/10",1507.50
"Currency","2015/06/09",1507.50
"Currency","2015/06/08",1507.50
"Currency","2015/06/05",1507.50
"Currency","2015/06/04",1508.50
"Currency","2015/06/03",1507.50
"Currency","2015/06/02",1507.50
"Currency","2015/06/01",1507.50
"Currency","2015/05/29",1507.50
"Currency","2015/05/28",1510.00
"Currency","2015/05/27",1506.50
"Currency","2015/05/26",1507.50
"Currency","2015/05/25",1507.50
"Currency","2015/05/22",1507.50
"Currency","2015/05/21",1507.50
"Currency","2015/05/20",1513.00
"Currency","2015/05/19",1506.50
"Currency","2015/05/18",1507.50
"Currency","2015/05/15",1507.50
"Currency","2015/05/14",1506.50
"Currency","2015/05/13",1507.50
"Currency","2015/05/12",1506.50
"Currency","2015/05/11",1507.50
"Currency","2015/05/08",1506.50
"Currency","2015/05/07",1507.50
"Currency","2015/05/06",1506.50
"Currency","2015/05/05",1507.50
"Currency","2015/05/04",1506.50
"Currency","2015/05/01",1507.50
"Currency","2015/04/30",1506.50
"Currency","2015/04/29",1508.00
"Currency","2015/04/28",1510.50
"Currency","2015/04/27",1510.00
"Currency","2015/04/24",1505.50
"Currency","2015/04/23",1506.50
"Currency","2015/04/22",1506.50
"Currency","2015/04/21",1507.50
"Currency","2015/04/20",1510.50
"Currency","2015/04/17",1508.50
"Currency","2015/04/16",1507.50
"Currency","2015/04/15",1507.50
"Currency","2015/04/14",1506.50
"Currency","2015/04/13",1507.50
"Currency","2015/04/10",1507.50
"Currency","2015/04/09",1508.50
"Currency","2015/04/08",1507.50
"Currency","2015/04/07",1507.50
"Currency","2015/04/06",1508.10
"Currency","2015/04/03",1512.00
"Currency","2015/04/02",1508.50
"Currency","2015/04/01",1507.50
"Currency","2015/03/31",1513.50
"Currency","2015/03/30",1508.50
"Currency","2015/03/27",1503.50
"Currency","2015/03/26",1503.50
"Currency","2015/03/25",1503.50
"Currency","2015/03/24",1503.50
"Currency","2015/03/23",1503.50
"Currency","2015/03/20",1503.50
"Currency","2015/03/19",1503.50
"Currency","2015/03/18",1503.50
"Currency","2015/03/17",1503.50
"Currency","2015/03/16",1503.50
"Currency","2015/03/13",1503.50
"Currency","2015/03/12",1503.50
"Currency","2015/03/11",1503.50
"Currency","2015/03/10",1503.50
"Currency","2015/03/09",1503.50
"Currency","2015/03/06",1503.50
"Currency","2015/03/05",1503.50
"Currency","2015/03/04",1505.50
"Currency","2015/03/03",1505.50
"Currency","2015/03/02",1506.50
"Currency","2015/02/27",1508.50
"Currency","2015/02/26",1500.50
"Currency","2015/02/25",1501.50
"Currency","2015/02/24",1501.50
"Currency","2015/02/23",1503.50
"Currency","2015/02/20",1503.50
"Currency","2015/02/19",1503.50
"Currency","2015/02/18",1503.50
"Currency","2015/02/17",1503.50
"Currency","2015/02/16",1505.50
"Currency","2015/02/13",1506.50
"Currency","2015/02/12",1507.40
"Currency","2015/02/11",1508.00
"Currency","2015/02/10",1508.50
"Currency","2015/02/09",1508.50
"Currency","2015/02/06",1508.50
"Currency","2015/02/05",1510.50
"Currency","2015/02/04",1510.50
"Currency","2015/02/03",1508.50
"Currency","2015/02/02",1510.50
"Currency","2015/01/30",1510.50
"Currency","2015/01/29",1511.50
"Currency","2015/01/28",1512.00
"Currency","2015/01/27",1512.00
"Currency","2015/01/26",1511.00
"Currency","2015/01/23",1510.50
"Currency","2015/01/22",1510.50
"Currency","2015/01/21",1512.00
"Currency","2015/01/20",1510.00
"Currency","2015/01/19",1510.00
"Currency","2015/01/16",1510.50
"Currency","2015/01/15",1510.50
"Currency","2015/01/14",1511.00
"Currency","2015/01/13",1512.50
"Currency","2015/01/12",1513.00
"Currency","2015/01/09",1512.00
"Currency","2015/01/08",1512.00
"Currency","2015/01/07",1512.50
"Currency","2015/01/06",1512.50
"Currency","2015/01/05",1512.50
"Currency","2015/01/02",1512.00
"Currency","2015/01/01",1513.00
"Currency","2014/12/31",1512.00
"Currency","2014/12/30",1512.00
"Currency","2014/12/29",1512.50
"Currency","2014/12/26",1512.50
"Currency","2014/12/25",1513.00
"Currency","2014/12/24",1512.50
"Currency","2014/12/23",1512.50
"Currency","2014/12/22",1513.00
"Currency","2014/12/19",1512.00
"Currency","2014/12/18",1512.50
"Currency","2014/12/17",1512.00
"Currency","2014/12/16",1512.50
"Currency","2014/12/15",1512.50
"Currency","2014/12/12",1512.50
"Currency","2014/12/11",1512.50
"Currency","2014/12/10",1512.50
"Currency","2014/12/09",1512.50
"Currency","2014/12/08",1512.50
"Currency","2014/12/05",1513.00
"Currency","2014/12/04",1512.50
"Currency","2014/12/03",1512.50
"Currency","2014/12/02",1512.50
"Currency","2014/12/01",1512.50
"Currency","2014/11/28",1512.50
"Currency","2014/11/27",1513.00
"Currency","2014/11/26",1513.50
"Currency","2014/11/25",1513.00
"Currency","2014/11/24",1513.00
"Currency","2014/11/23",1513.00
"Currency","2014/11/22",1513.00
"Currency","2014/11/21",1513.00
"Currency","2014/11/20",1513.00
"Currency","2014/11/19",1513.00
"Currency","2014/11/18",1513.50
"Currency","2014/11/17",1513.50
"Currency","2014/11/16",1512.50
"Currency","2014/11/15",1512.50
"Currency","2014/11/14",1512.50
"Currency","2014/11/13",1513.00
"Currency","2014/11/12",1515.50
"Currency","2014/11/11",1513.50
"Currency","2014/11/10",1513.50
"Currency","2014/11/09",1513.50
"Currency","2014/11/08",1513.50
"Currency","2014/11/07",1513.50
"Currency","2014/11/06",1513.00
"Currency","2014/11/05",1513.00
"Currency","2014/11/04",1513.00
"Currency","2014/11/03",1513.00
"Currency","2014/11/02",1513.00
"Currency","2014/11/01",1513.00
"Currency","2014/10/31",1513.00
"Currency","2014/10/30",1513.50
"Currency","2014/10/29",1513.00
"Currency","2014/10/28",1515.50
"Currency","2014/10/27",1513.00
"Currency","2014/10/26",1513.00
"Currency","2014/10/25",1513.00
"Currency","2014/10/24",1513.00
"Currency","2014/10/23",1513.00
"Currency","2014/10/22",1513.50
"Currency","2014/10/21",1513.50
"Currency","2014/10/20",1513.00
"Currency","2014/10/19",1513.00
"Currency","2014/10/18",1513.00
"Currency","2014/10/17",1513.00
"Currency","2014/10/16",1513.50
"Currency","2014/10/15",1513.00
"Currency","2014/10/14",1513.50
"Currency","2014/10/13",1513.00
"Currency","2014/10/12",1513.00
"Currency","2014/10/11",1513.00
"Currency","2014/10/10",1513.00
"Currency","2014/10/09",1513.00
"Currency","2014/10/08",1513.50
"Currency","2014/10/07",1512.50
"Currency","2014/10/06",1512.50
"Currency","2014/10/05",1512.50
"Currency","2014/10/04",1512.50
"Currency","2014/10/03",1512.50
"Currency","2014/10/02",1512.50
"Currency","2014/10/01",1512.50
"Currency","2014/09/30",1512.50
"Currency","2014/09/29",1512.50
"Currency","2014/09/28",1512.50
"Currency","2014/09/27",1512.50
"Currency","2014/09/26",1512.50
"Currency","2014/09/25",1513.50
"Currency","2014/09/24",1513.50
"Currency","2014/09/23",1512.50
"Currency","2014/09/22",1512.50
"Currency","2014/09/21",1513.50
"Currency","2014/09/20",1513.50
"Currency","2014/09/19",1513.50
"Currency","2014/09/18",1513.50
"Currency","2014/09/17",1513.50
"Currency","2014/09/16",1512.50
"Currency","2014/09/15",1512.50
"Currency","2014/09/14",1512.50
"Currency","2014/09/13",1512.50
"Currency","2014/09/12",1512.50
"Currency","2014/09/11",1513.00
"Currency","2014/09/10",1512.50
"Currency","2014/09/09",1513.50
"Currency","2014/09/08",1512.50
"Currency","2014/09/05",1512.00
"Currency","2014/09/04",1512.50
"Currency","2014/09/03",1512.50
"Currency","2014/09/02",1512.50
"Currency","2014/09/01",1512.50
"Currency","2014/08/29",1512.50
"Currency","2014/08/28",1512.50
"Currency","2014/08/27",1512.50
"Currency","2014/08/26",1512.50
"Currency","2014/08/25",1512.50
"Currency","2014/08/24",1508.50
"Currency","2014/08/23",1508.50
"Currency","2014/08/22",1508.50
"Currency","2014/08/21",1508.50
"Currency","2014/08/20",1508.50
"Currency","2014/08/19",1508.50
"Currency","2014/08/18",1508.50
"Currency","2014/08/17",1508.50
"Currency","2014/08/16",1508.50
"Currency","2014/08/15",1508.50
"Currency","2014/08/14",1509.50
"Currency","2014/08/13",1509.50
"Currency","2014/08/12",1511.00
"Currency","2014/08/11",1511.00
"Currency","2014/08/10",1513.00
"Currency","2014/08/09",1513.00
"Currency","2014/08/08",1513.00
"Currency","2014/08/07",1512.50
"Currency","2014/08/06",1513.00
"Currency","2014/08/05",1512.50
"Currency","2014/08/04",1513.00
"Currency","2014/08/03",1509.50
"Currency","2014/08/02",1509.50
"Currency","2014/08/01",1509.50
"Currency","2014/07/31",1512.50
"Currency","2014/07/30",1512.50
"Currency","2014/07/29",1512.50
"Currency","2014/07/28",1512.50
"Currency","2014/07/27",1511.50
"Currency","2014/07/26",1511.50
"Currency","2014/07/25",1511.50
"Currency","2014/07/24",1511.00
"Currency","2014/07/23",1513.00
"Currency","2014/07/22",1512.50
"Currency","2014/07/21",1511.50
"Currency","2014/07/19",1513.00
"Currency","2014/07/18",1513.00
"Currency","2014/07/17",1512.50
"Currency","2014/07/16",1513.00
"Currency","2014/07/15",1512.50
"Currency","2014/07/14",1513.00
"Currency","2014/07/13",1512.50
"Currency","2014/07/12",1512.50
"Currency","2014/07/11",1512.50
"Currency","2014/07/10",1513.00
"Currency","2014/07/09",1513.00
"Currency","2014/07/08",1513.00
"Currency","2014/07/07",1513.00
"Currency","2014/07/06",1512.50
"Currency","2014/07/05",1512.50
"Currency","2014/07/04",1512.50
"Currency","2014/07/03",1512.50
"Currency","2014/07/02",1511.50
"Currency","2014/07/01",1512.00
"Currency","2014/06/30",1511.50
"Currency","2014/06/29",1508.63
"Currency","2014/06/28",1508.63
"Currency","2014/06/27",1512.00
"Currency","2014/06/26",1511.50
"Currency","2014/06/25",1508.62
"Currency","2014/06/24",1508.62
"Currency","2014/06/23",1508.62
"Currency","2014/06/22",1508.63
"Currency","2014/06/21",1508.63
"Currency","2014/06/20",1508.62
"Currency","2014/06/19",1508.62
"Currency","2014/06/18",1508.62
"Currency","2014/06/17",1508.62
"Currency","2014/06/16",1508.62
"Currency","2014/06/15",1508.63
"Currency","2014/06/14",1508.63
"Currency","2014/06/13",1508.62
"Currency","2014/06/12",1508.62
"Currency","2014/06/11",1508.62
"Currency","2014/06/10",1508.62
"Currency","2014/06/09",1511.50
"Currency","2014/06/08",1511.50
"Currency","2014/06/07",1511.50
"Currency","2014/06/06",1511.50
"Currency","2014/06/05",1511.50
"Currency","2014/06/04",1511.00
"Currency","2014/06/03",1511.00
"Currency","2014/06/02",1512.00
"Currency","2014/06/01",1513.50
"Currency","2014/05/31",1511.50
"Currency","2014/05/30",1511.50
"Currency","2014/05/29",1512.00
"Currency","2014/05/28",1511.50
"Currency","2014/05/27",1511.50
"Currency","2014/05/26",1512.50
"Currency","2014/05/24",1512.50
"Currency","2014/05/23",1512.50
"Currency","2014/05/22",1511.50
"Currency","2014/05/21",1512.00
"Currency","2014/05/20",1512.00
"Currency","2014/05/19",1513.00
"Currency","2014/05/18",1512.50
"Currency","2014/05/17",1513.00
"Currency","2014/05/16",1513.00
"Currency","2014/05/15",1512.50
"Currency","2014/05/14",1513.50
"Currency","2014/05/13",1513.50
"Currency","2014/05/12",1513.00
"Currency","2014/05/11",1513.50
"Currency","2014/05/10",1513.50
"Currency","2014/05/09",1513.50
"Currency","2014/05/08",1513.50
"Currency","2014/05/07",1514.00
"Currency","2014/05/06",1508.62
"Currency","2014/05/05",1508.62
"Currency","2014/05/04",1508.63
"Currency","2014/05/03",1508.63
"Currency","2014/05/02",1508.62
"Currency","2014/05/01",1508.62
"Currency","2014/04/30",1508.62
"Currency","2014/04/29",1508.62
"Currency","2014/04/28",1508.62
"Currency","2014/04/27",1508.63
"Currency","2014/04/26",1508.63
"Currency","2014/04/25",1508.62
"Currency","2014/04/24",1508.62
"Currency","2014/04/23",1508.62
"Currency","2014/04/22",1508.62
"Currency","2014/04/21",1508.62
"Currency","2014/04/20",1508.63
"Currency","2014/04/19",1508.63
"Currency","2014/04/18",1508.62
"Currency","2014/04/17",1508.62
"Currency","2014/04/16",1508.62
"Currency","2014/04/15",1508.62
"Currency","2014/04/14",1508.62
"Currency","2014/04/13",1508.50
"Currency","2014/04/12",1508.50
"Currency","2014/04/11",1508.50
"Currency","2014/04/10",1509.00
"Currency","2014/04/09",1509.50
"Currency","2014/04/08",1509.00
"Currency","2014/04/07",1507.50
"Currency","2014/04/06",1507.50
"Currency","2014/04/05",1507.50
"Currency","2014/04/04",1507.50
"Currency","2014/04/03",1503.50
"Currency","2014/04/02",1503.00
"Currency","2014/04/01",1503.00
"Currency","2014/03/31",1503.00
"Currency","2014/03/30",1503.50
"Currency","2014/03/29",1503.50
"Currency","2014/03/28",1503.50
"Currency","2014/03/27",1505.00
"Currency","2014/03/26",1508.63
"Currency","2014/03/25",1508.63
"Currency","2014/03/24",1505.25
"Currency","2014/03/23",1505.25
"Currency","2014/03/22",1505.25
"Currency","2014/03/21",1505.25
"Currency","2014/03/20",1506.00
"Currency","2014/03/19",1507.00
"Currency","2014/03/18",1504.50
"Currency","2014/03/17",1504.50
"Currency","2014/03/16",1505.00
"Currency","2014/03/15",1505.00
"Currency","2014/03/14",1505.00
"Currency","2014/03/13",1505.50
"Currency","2014/03/12",1506.00
"Currency","2014/03/11",1505.50
"Currency","2014/03/10",1505.50
"Currency","2014/03/09",1505.50
"Currency","2014/03/08",1505.50
"Currency","2014/03/07",1505.50
"Currency","2014/03/05",1507.00
"Currency","2014/03/04",1503.50
"Currency","2014/03/03",1505.00
"Currency","2014/03/02",1503.50
"Currency","2014/03/01",1503.50
"Currency","2014/02/28",1503.50
"Currency","2014/02/27",1503.50
"Currency","2014/02/26",1503.50
"Currency","2014/02/25",1503.50
"Currency","2014/02/24",1503.50
"Currency","2014/02/23",1503.50
"Currency","2014/02/22",1503.50
"Currency","2014/02/21",1505.50
"Currency","2014/02/20",1503.50
"Currency","2014/02/19",1503.50
"Currency","2014/02/18",1503.50
"Currency","2014/02/17",1504.50
"Currency","2014/02/16",1504.50
"Currency","2014/02/15",1504.50
"Currency","2014/02/14",1504.50
"Currency","2014/02/13",1504.50
"Currency","2014/02/12",1504.50
"Currency","2014/02/11",1505.50
"Currency","2014/02/10",1505.50
"Currency","2014/02/09",1505.50
"Currency","2014/02/08",1505.50
"Currency","2014/02/07",1502.50
"Currency","2014/02/06",1506.50
"Currency","2014/02/05",1506.50
"Currency","2014/02/04",1503.50
"Currency","2014/02/03",1503.00
"Currency","2014/02/02",1503.00
"Currency","2014/02/01",1503.00
"Currency","2014/01/31",1503.00
"Currency","2014/01/30",1504.50
"Currency","2014/01/29",1504.00
"Currency","2014/01/28",1504.50
"Currency","2014/01/25",1503.50
"Currency","2014/01/24",1504.50
"Currency","2014/01/23",1503.50
"Currency","2014/01/22",1505.50
"Currency","2014/01/21",1505.50
"Currency","2014/01/20",1502.50
"Currency","2014/01/19",1505.50
"Currency","2014/01/18",1505.50
"Currency","2014/01/17",1505.50
"Currency","2014/01/16",1505.00
"Currency","2014/01/15",1506.50
"Currency","2014/01/14",1506.50
"Currency","2014/01/13",1509.00
"Currency","2014/01/12",1509.00
"Currency","2014/01/11",1509.00
"Currency","2014/01/10",1509.00
"Currency","2014/01/09",1509.00
"Currency","2014/01/08",1508.50
"Currency","2014/01/07",1503.50
"Currency","2014/01/06",1503.00
"Currency","2014/01/05",1503.00
"Currency","2014/01/04",1503.00
"Currency","2014/01/03",1503.00
"Currency","2014/01/02",1502.50
"Currency","2014/01/01",1503.00
"Currency","2013/12/31",1503.50
"Currency","2013/12/30",1503.50
"Currency","2013/12/29",1505.50
"Currency","2013/12/28",1505.50
"Currency","2013/12/27",1505.50
"Currency","2013/12/26",1503.50
"Currency","2013/12/25",1503.00
"Currency","2013/12/24",1503.00
"Currency","2013/12/23",1503.50
"Currency","2013/12/22",1502.50
"Currency","2013/12/21",1502.50
"Currency","2013/12/20",1502.50
"Currency","2013/12/19",1504.00
"Currency","2013/12/18",1503.50
"Currency","2013/12/17",1504.50
"Currency","2013/12/16",1507.00
"Currency","2013/12/15",1507.00
"Currency","2013/12/14",1507.00
"Currency","2013/12/13",1507.00
"Currency","2013/12/12",1506.00
"Currency","2013/12/11",1504.50
"Currency","2013/12/10",1505.00
"Currency","2013/12/09",1505.00
"Currency","2013/12/08",1507.00
"Currency","2013/12/07",1507.00
"Currency","2013/12/06",1508.50
"Currency","2013/12/05",1504.00
"Currency","2013/12/04",1504.50
"Currency","2013/12/03",1504.50
"Currency","2013/12/02",1504.50
"Currency","2013/12/01",1506.50
"Currency","2013/11/30",1506.50
"Currency","2013/11/29",1506.50
"Currency","2013/11/28",1504.50
"Currency","2013/11/27",1507.50
"Currency","2013/11/26",1506.50
"Currency","2013/11/25",1506.50
"Currency","2013/11/24",1507.50
"Currency","2013/11/23",1507.50
"Currency","2013/11/22",1507.50
"Currency","2013/11/21",1506.50
"Currency","2013/11/20",1507.50
"Currency","2013/11/19",1507.50
"Currency","2013/11/18",1505.50
"Currency","2013/11/17",1506.50
"Currency","2013/11/16",1506.50
"Currency","2013/11/15",1504.70
"Currency","2013/11/14",1507.50
"Currency","2013/11/13",1507.50
"Currency","2013/11/12",1507.50
"Currency","2013/11/11",1507.50
"Currency","2013/11/10",1507.50
"Currency","2013/11/09",1507.50
"Currency","2013/11/08",1507.50
"Currency","2013/11/07",1506.00
"Currency","2013/11/06",1506.50
"Currency","2013/11/05",1507.00
"Currency","2013/11/04",1507.50
"Currency","2013/11/03",1507.50
"Currency","2013/11/02",1507.50
"Currency","2013/11/01",1507.50
"Currency","2013/10/31",1507.50
"Currency","2013/10/30",1507.50
"Currency","2013/10/29",1507.50
"Currency","2013/10/28",1509.00
"Currency","2013/10/27",1511.50
"Currency","2013/10/26",1511.50
"Currency","2013/10/25",1508.00
"Currency","2013/10/24",1507.50
"Currency","2013/10/23",1507.50
"Currency","2013/10/22",1507.50
"Currency","2013/10/21",1510.00
"Currency","2013/10/20",1510.00
"Currency","2013/10/19",1510.00
"Currency","2013/10/18",1510.00
"Currency","2013/10/17",1511.00
"Currency","2013/10/16",1510.50
"Currency","2013/10/15",1511.50
"Currency","2013/10/14",1511.50
"Currency","2013/10/13",1510.50
